Add Two Numbers,add-two-numbers,Medium
Longest Substring Without Repeating Characters,longest-substring-without-repeating-characters,Medium
Longest Palindromic Substring,longest-palindromic-substring,Medium
Zigzag Conversion,zigzag-conversion,Medium
Reverse Integer,reverse-integer,Medium
String to Integer (atoi),string-to-integer-atoi,Medium
Container With Most Water,container-with-most-water,Medium
Integer to Roman,integer-to-roman,Medium
3Sum,3sum,Medium
3Sum Closest,3sum-closest,Medium
Letter Combinations of a Phone Number,letter-combinations-of-a-phone-number,Medium
4Sum,4sum,Medium
Remove Nth Node From End of List,remove-nth-node-from-end-of-list,Medium
Generate Parentheses,generate-parentheses,Medium
Swap Nodes in Pairs,swap-nodes-in-pairs,Medium
Divide Two Integers,divide-two-integers,Medium
Next Permutation,next-permutation,Medium
Search in Rotated Sorted Array,search-in-rotated-sorted-array,Medium
Find First and Last Position of Element in Sorted Array,find-first-and-last-position-of-element-in-sorted-array,Medium
Valid Sudoku,valid-sudoku,Medium
Count and Say,count-and-say,Medium
Combination Sum,combination-sum,Medium
Combination Sum II,combination-sum-ii,Medium
Multiply Strings,multiply-strings,Medium
Jump Game II,jump-game-ii,Medium
Permutations,permutations,Medium
Permutations II,permutations-ii,Medium
Rotate Image,rotate-image,Medium
Group Anagrams,group-anagrams,Medium
"Pow(x, n)",powx-n,Medium
Spiral Matrix,spiral-matrix,Medium
Jump Game,jump-game,Medium
Merge Intervals,merge-intervals,Medium
Insert Interval,insert-interval,Medium
Spiral Matrix II,spiral-matrix-ii,Medium
Rotate List,rotate-list,Medium
Unique Paths,unique-paths,Medium
Unique Paths II,unique-paths-ii,Medium
Minimum Path Sum,minimum-path-sum,Medium
Simplify Path,simplify-path,Medium
Set Matrix Zeroes,set-matrix-zeroes,Medium
Search a 2D Matrix,search-a-2d-matrix,Medium
Sort Colors,sort-colors,Medium
Combinations,combinations,Medium
Subsets,subsets,Medium
Word Search,word-search,Medium
Remove Duplicates from Sorted Array II,remove-duplicates-from-sorted-array-ii,Medium
Search in Rotated Sorted Array II,search-in-rotated-sorted-array-ii,Medium
Remove Duplicates from Sorted List II,remove-duplicates-from-sorted-list-ii,Medium
Partition List,partition-list,Medium
Gray Code,gray-code,Medium
Subsets II,subsets-ii,Medium
Decode Ways,decode-ways,Medium
Reverse Linked List II,reverse-linked-list-ii,Medium
Restore IP Addresses,restore-ip-addresses,Medium
Unique Binary Search Trees II,unique-binary-search-trees-ii,Medium
Unique Binary Search Trees,unique-binary-search-trees,Medium
Interleaving String,interleaving-string,Medium
Validate Binary Search Tree,validate-binary-search-tree,Medium
Recover Binary Search Tree,recover-binary-search-tree,Medium
Binary Tree Level Order Traversal,binary-tree-level-order-traversal,Medium
Binary Tree Zigzag Level Order Traversal,binary-tree-zigzag-level-order-traversal,Medium
Construct Binary Tree from Preorder and Inorder Traversal,construct-binary-tree-from-preorder-and-inorder-traversal,Medium
Construct Binary Tree from Inorder and Postorder Traversal,construct-binary-tree-from-inorder-and-postorder-traversal,Medium
Binary Tree Level Order Traversal II,binary-tree-level-order-traversal-ii,Medium
Convert Sorted List to Binary Search Tree,convert-sorted-list-to-binary-search-tree,Medium
Path Sum II,path-sum-ii,Medium
Flatten Binary Tree to Linked List,flatten-binary-tree-to-linked-list,Medium
Populating Next Right Pointers in Each Node,populating-next-right-pointers-in-each-node,Medium
Populating Next Right Pointers in Each Node II,populating-next-right-pointers-in-each-node-ii,Medium
Triangle,triangle,Medium
Best Time to Buy and Sell Stock II,best-time-to-buy-and-sell-stock-ii,Medium
Longest Consecutive Sequence,longest-consecutive-sequence,Medium
Sum Root to Leaf Numbers,sum-root-to-leaf-numbers,Medium
Surrounded Regions,surrounded-regions,Medium
Palindrome Partitioning,palindrome-partitioning,Medium
Clone Graph,clone-graph,Medium
Gas Station,gas-station,Medium
Single Number II,single-number-ii,Medium
Copy List with Random Pointer,copy-list-with-random-pointer,Medium
Word Break,word-break,Medium
Linked List Cycle II,linked-list-cycle-ii,Medium
Reorder List,reorder-list,Medium
LRU Cache,lru-cache,Medium
Insertion Sort List,insertion-sort-list,Medium
Sort List,sort-list,Medium
Evaluate Reverse Polish Notation,evaluate-reverse-polish-notation,Medium
Reverse Words in a String,reverse-words-in-a-string,Medium
Maximum Product Subarray,maximum-product-subarray,Medium
Find Minimum in Rotated Sorted Array,find-minimum-in-rotated-sorted-array,Medium
Binary Tree Upside Down,binary-tree-upside-down,Medium
Longest Substring with At Most Two Distinct Characters,longest-substring-with-at-most-two-distinct-characters,Medium
One Edit Distance,one-edit-distance,Medium
Find Peak Element,find-peak-element,Medium
Compare Version Numbers,compare-version-numbers,Medium
Fraction to Recurring Decimal,fraction-to-recurring-decimal,Medium
Two Sum II - Input Array Is Sorted,two-sum-ii-input-array-is-sorted,Medium
Factorial Trailing Zeroes,factorial-trailing-zeroes,Medium
Binary Search Tree Iterator,binary-search-tree-iterator,Medium
Second Highest Salary,second-highest-salary,Medium
Nth Highest Salary,nth-highest-salary,Medium
Rank Scores,rank-scores,Medium
Largest Number,largest-number,Medium
Consecutive Numbers,consecutive-numbers,Medium
Department Highest Salary,department-highest-salary,Medium
Reverse Words in a String II,reverse-words-in-a-string-ii,Medium
Repeated DNA Sequences,repeated-dna-sequences,Medium
Rotate Array,rotate-array,Medium
Word Frequency,word-frequency,Medium
Transpose File,transpose-file,Medium
House Robber,house-robber,Medium
Binary Tree Right Side View,binary-tree-right-side-view,Medium
Number of Islands,number-of-islands,Medium
Bitwise AND of Numbers Range,bitwise-and-of-numbers-range,Medium
Count Primes,count-primes,Medium
Course Schedule,course-schedule,Medium
Implement Trie (Prefix Tree),implement-trie-prefix-tree,Medium
Minimum Size Subarray Sum,minimum-size-subarray-sum,Medium
Course Schedule II,course-schedule-ii,Medium
Design Add and Search Words Data Structure,design-add-and-search-words-data-structure,Medium
House Robber II,house-robber-ii,Medium
Kth Largest Element in an Array,kth-largest-element-in-an-array,Medium
Combination Sum III,combination-sum-iii,Medium
Contains Duplicate III,contains-duplicate-iii,Medium
Maximal Square,maximal-square,Medium
Count Complete Tree Nodes,count-complete-tree-nodes,Medium
Rectangle Area,rectangle-area,Medium
Basic Calculator II,basic-calculator-ii,Medium
Majority Element II,majority-element-ii,Medium
Kth Smallest Element in a BST,kth-smallest-element-in-a-bst,Medium
Lowest Common Ancestor of a Binary Tree,lowest-common-ancestor-of-a-binary-tree,Medium
Product of Array Except Self,product-of-array-except-self,Medium
Search a 2D Matrix II,search-a-2d-matrix-ii,Medium
Different Ways to Add Parentheses,different-ways-to-add-parentheses,Medium
Shortest Word Distance II,shortest-word-distance-ii,Medium
Shortest Word Distance III,shortest-word-distance-iii,Medium
Strobogrammatic Number II,strobogrammatic-number-ii,Medium
Group Shifted Strings,group-shifted-strings,Medium
Count Univalue Subtrees,count-univalue-subtrees,Medium
Flatten 2D Vector,flatten-2d-vector,Medium
Meeting Rooms II,meeting-rooms-ii,Medium
Factor Combinations,factor-combinations,Medium
Verify Preorder Sequence in Binary Search Tree,verify-preorder-sequence-in-binary-search-tree,Medium
Paint House,paint-house,Medium
3Sum Smaller,3sum-smaller,Medium
Single Number III,single-number-iii,Medium
Graph Valid Tree,graph-valid-tree,Medium
Ugly Number II,ugly-number-ii,Medium
Palindrome Permutation II,palindrome-permutation-ii,Medium
Encode and Decode Strings,encode-and-decode-strings,Medium
H-Index,h-index,Medium
H-Index II,h-index-ii,Medium
Paint Fence,paint-fence,Medium
Find the Celebrity,find-the-celebrity,Medium
Perfect Squares,perfect-squares,Medium
Wiggle Sort,wiggle-sort,Medium
Zigzag Iterator,zigzag-iterator,Medium
Peeking Iterator,peeking-iterator,Medium
Inorder Successor in BST,inorder-successor-in-bst,Medium
Walls and Gates,walls-and-gates,Medium
Find the Duplicate Number,find-the-duplicate-number,Medium
Unique Word Abbreviation,unique-word-abbreviation,Medium
Game of Life,game-of-life,Medium
Word Pattern II,word-pattern-ii,Medium
Flip Game II,flip-game-ii,Medium
Binary Tree Longest Consecutive Sequence,binary-tree-longest-consecutive-sequence,Medium
Bulls and Cows,bulls-and-cows,Medium
Longest Increasing Subsequence,longest-increasing-subsequence,Medium
Range Sum Query 2D - Immutable,range-sum-query-2d-immutable,Medium
Additive Number,additive-number,Medium
Range Sum Query - Mutable,range-sum-query-mutable,Medium
Best Time to Buy and Sell Stock with Cooldown,best-time-to-buy-and-sell-stock-with-cooldown,Medium
Minimum Height Trees,minimum-height-trees,Medium
Sparse Matrix Multiplication,sparse-matrix-multiplication,Medium
Super Ugly Number,super-ugly-number,Medium
Binary Tree Vertical Order Traversal,binary-tree-vertical-order-traversal,Medium
Remove Duplicate Letters,remove-duplicate-letters,Medium
Maximum Product of Word Lengths,maximum-product-of-word-lengths,Medium
Bulb Switcher,bulb-switcher,Medium
Generalized Abbreviation,generalized-abbreviation,Medium
Coin Change,coin-change,Medium
Number of Connected Components in an Undirected Graph,number-of-connected-components-in-an-undirected-graph,Medium
Wiggle Sort II,wiggle-sort-ii,Medium
Maximum Size Subarray Sum Equals k,maximum-size-subarray-sum-equals-k,Medium
Odd Even Linked List,odd-even-linked-list,Medium
Verify Preorder Serialization of a Binary Tree,verify-preorder-serialization-of-a-binary-tree,Medium
Largest BST Subtree,largest-bst-subtree,Medium
Increasing Triplet Subsequence,increasing-triplet-subsequence,Medium
House Robber III,house-robber-iii,Medium
Nested List Weight Sum,nested-list-weight-sum,Medium
Longest Substring with At Most K Distinct Characters,longest-substring-with-at-most-k-distinct-characters,Medium
Flatten Nested List Iterator,flatten-nested-list-iterator,Medium
Integer Break,integer-break,Medium
Top K Frequent Elements,top-k-frequent-elements,Medium
Design Tic-Tac-Toe,design-tic-tac-toe,Medium
Android Unlock Patterns,android-unlock-patterns,Medium
Design Snake Game,design-snake-game,Medium
Design Twitter,design-twitter,Medium
Line Reflection,line-reflection,Medium
Count Numbers with Unique Digits,count-numbers-with-unique-digits,Medium
Sort Transformed Array,sort-transformed-array,Medium
Bomb Enemy,bomb-enemy,Medium
Design Hit Counter,design-hit-counter,Medium
Nested List Weight Sum II,nested-list-weight-sum-ii,Medium
Water and Jug Problem,water-and-jug-problem,Medium
Find Leaves of Binary Tree,find-leaves-of-binary-tree,Medium
Largest Divisible Subset,largest-divisible-subset,Medium
Plus One Linked List,plus-one-linked-list,Medium
Range Addition,range-addition,Medium
Sum of Two Integers,sum-of-two-integers,Medium
Super Pow,super-pow,Medium
Find K Pairs with Smallest Sums,find-k-pairs-with-smallest-sums,Medium
Guess Number Higher or Lower II,guess-number-higher-or-lower-ii,Medium
Wiggle Subsequence,wiggle-subsequence,Medium
Combination Sum IV,combination-sum-iv,Medium
Kth Smallest Element in a Sorted Matrix,kth-smallest-element-in-a-sorted-matrix,Medium
Design Phone Directory,design-phone-directory,Medium
Insert Delete GetRandom O(1),insert-delete-getrandom-o1,Medium
Linked List Random Node,linked-list-random-node,Medium
Shuffle an Array,shuffle-an-array,Medium
Mini Parser,mini-parser,Medium
Lexicographical Numbers,lexicographical-numbers,Medium
Longest Absolute File Path,longest-absolute-file-path,Medium
Elimination Game,elimination-game,Medium
UTF-8 Validation,utf-8-validation,Medium
Decode String,decode-string,Medium
Longest Substring with At Least K Repeating Characters,longest-substring-with-at-least-k-repeating-characters,Medium
Rotate Function,rotate-function,Medium
Integer Replacement,integer-replacement,Medium
Random Pick Index,random-pick-index,Medium
Evaluate Division,evaluate-division,Medium
Nth Digit,nth-digit,Medium
Remove K Digits,remove-k-digits,Medium
Queue Reconstruction by Height,queue-reconstruction-by-height,Medium
Arithmetic Slices,arithmetic-slices,Medium
Partition Equal Subset Sum,partition-equal-subset-sum,Medium
Pacific Atlantic Water Flow,pacific-atlantic-water-flow,Medium
Sentence Screen Fitting,sentence-screen-fitting,Medium
Battleships in a Board,battleships-in-a-board,Medium
Maximum XOR of Two Numbers in an Array,maximum-xor-of-two-numbers-in-an-array,Medium
Reconstruct Original Digits from English,reconstruct-original-digits-from-english,Medium
Longest Repeating Character Replacement,longest-repeating-character-replacement,Medium
Minimum Genetic Mutation,minimum-genetic-mutation,Medium
Non-overlapping Intervals,non-overlapping-intervals,Medium
Find Right Interval,find-right-interval,Medium
Path Sum III,path-sum-iii,Medium
Find All Anagrams in a String,find-all-anagrams-in-a-string,Medium
Ternary Expression Parser,ternary-expression-parser,Medium
Find All Duplicates in an Array,find-all-duplicates-in-an-array,Medium
String Compression,string-compression,Medium
Sequence Reconstruction,sequence-reconstruction,Medium
Add Two Numbers II,add-two-numbers-ii,Medium
Number of Boomerangs,number-of-boomerangs,Medium
Serialize and Deserialize BST,serialize-and-deserialize-bst,Medium
Delete Node in a BST,delete-node-in-a-bst,Medium
Sort Characters By Frequency,sort-characters-by-frequency,Medium
Minimum Number of Arrows to Burst Balloons,minimum-number-of-arrows-to-burst-balloons,Medium
Minimum Moves to Equal Array Elements,minimum-moves-to-equal-array-elements,Medium
4Sum II,4sum-ii,Medium
132 Pattern,132-pattern,Medium
Circular Array Loop,circular-array-loop,Medium
Minimum Moves to Equal Array Elements II,minimum-moves-to-equal-array-elements-ii,Medium
Can I Win,can-i-win,Medium
Unique Substrings in Wraparound String,unique-substrings-in-wraparound-string,Medium
Validate IP Address,validate-ip-address,Medium
Convex Polygon,convex-polygon,Medium
Matchsticks to Square,matchsticks-to-square,Medium
Ones and Zeroes,ones-and-zeroes,Medium
Heaters,heaters,Medium
Total Hamming Distance,total-hamming-distance,Medium
Magical String,magical-string,Medium
Find Permutation,find-permutation,Medium
Predict the Winner,predict-the-winner,Medium
Max Consecutive Ones II,max-consecutive-ones-ii,Medium
The Maze,the-maze,Medium
Increasing Subsequences,increasing-subsequences,Medium
Target Sum,target-sum,Medium
Diagonal Traverse,diagonal-traverse,Medium
Next Greater Element II,next-greater-element-ii,Medium
The Maze II,the-maze-ii,Medium
Most Frequent Subtree Sum,most-frequent-subtree-sum,Medium
Inorder Successor in BST II,inorder-successor-in-bst-ii,Medium
Count Subarrays With More Ones Than Zeros,count-subarrays-with-more-ones-than-zeros,Medium
All Paths from Source Lead to Destination,all-paths-from-source-lead-to-destination,Medium
Maximum Alternating Subarray Sum,maximum-alternating-subarray-sum,Medium
Find Bottom Left Tree Value,find-bottom-left-tree-value,Medium
Find Largest Value in Each Tree Row,find-largest-value-in-each-tree-row,Medium
Longest Palindromic Subsequence,longest-palindromic-subsequence,Medium
Coin Change 2,coin-change-2,Medium
Widest Pair of Indices With Equal Range Sum,widest-pair-of-indices-with-equal-range-sum,Medium
Longest Uncommon Subsequence II,longest-uncommon-subsequence-ii,Medium
Continuous Subarray Sum,continuous-subarray-sum,Medium
Longest Word in Dictionary through Deleting,longest-word-in-dictionary-through-deleting,Medium
Contiguous Array,contiguous-array,Medium
Beautiful Arrangement,beautiful-arrangement,Medium
Swapping Nodes in a Linked List,swapping-nodes-in-a-linked-list,Medium
Minesweeper,minesweeper,Medium
Lonely Pixel I,lonely-pixel-i,Medium
K-diff Pairs in an Array,k-diff-pairs-in-an-array,Medium
Lonely Pixel II,lonely-pixel-ii,Medium
Encode and Decode TinyURL,encode-and-decode-tinyurl,Medium
Construct Binary Tree from String,construct-binary-tree-from-string,Medium
Complex Number Multiplication,complex-number-multiplication,Medium
Convert BST to Greater Tree,convert-bst-to-greater-tree,Medium
Minimum Time Difference,minimum-time-difference,Medium
Single Element in a Sorted Array,single-element-in-a-sorted-array,Medium
01 Matrix,01-matrix,Medium
Output Contest Matches,output-contest-matches,Medium
Boundary of Binary Tree,boundary-of-binary-tree,Medium
Number of Provinces,number-of-provinces,Medium
Binary Tree Longest Consecutive Sequence II,binary-tree-longest-consecutive-sequence-ii,Medium
Shortest Path to Get Food,shortest-path-to-get-food,Medium
Optimal Division,optimal-division,Medium
Brick Wall,brick-wall,Medium
Split Concatenated Strings,split-concatenated-strings,Medium
Next Greater Element III,next-greater-element-iii,Medium
Subarray Sum Equals K,subarray-sum-equals-k,Medium
Longest Line of Consecutive One in Matrix,longest-line-of-consecutive-one-in-matrix,Medium
Array Nesting,array-nesting,Medium
Permutation in String,permutation-in-string,Medium
Managers with at Least 5 Direct Reports,managers-with-at-least-5-direct-reports,Medium
Squirrel Simulation,squirrel-simulation,Medium
Winning Candidate,winning-candidate,Medium
Out of Boundary Paths,out-of-boundary-paths,Medium
Get Highest Answer Rate Question,get-highest-answer-rate-question,Medium
Count Student Number in Departments,count-student-number-in-departments,Medium
Shortest Unsorted Continuous Subarray,shortest-unsorted-continuous-subarray,Medium
Kill Process,kill-process,Medium
Delete Operation for Two Strings,delete-operation-for-two-strings,Medium
Investments in 2016,investments-in-2016,Medium
Fraction Addition and Subtraction,fraction-addition-and-subtraction,Medium
Valid Square,valid-square,Medium
Friend Requests II: Who Has the Most Friends,friend-requests-ii-who-has-the-most-friends,Medium
Tree Node,tree-node,Medium
Find Duplicate File in System,find-duplicate-file-in-system,Medium
Valid Triangle Number,valid-triangle-number,Medium
Shortest Distance in a Plane,shortest-distance-in-a-plane,Medium
Second Degree Follower,second-degree-follower,Medium
Add Bold Tag in String,add-bold-tag-in-string,Medium
Task Scheduler,task-scheduler,Medium
Add One Row to Tree,add-one-row-to-tree,Medium
Maximum Distance in Arrays,maximum-distance-in-arrays,Medium
Minimum Factorization,minimum-factorization,Medium
Exchange Seats,exchange-seats,Medium
Sum of Square Numbers,sum-of-square-numbers,Medium
Find the Derangement of An Array,find-the-derangement-of-an-array,Medium
Design Log Storage System,design-log-storage-system,Medium
Exclusive Time of Functions,exclusive-time-of-functions,Medium
Shopping Offers,shopping-offers,Medium
Solve the Equation,solve-the-equation,Medium
Maximum Length of Pair Chain,maximum-length-of-pair-chain,Medium
Palindromic Substrings,palindromic-substrings,Medium
Replace Words,replace-words,Medium
Dota2 Senate,dota2-senate,Medium
2 Keys Keyboard,2-keys-keyboard,Medium
4 Keys Keyboard,4-keys-keyboard,Medium
Find Duplicate Subtrees,find-duplicate-subtrees,Medium
Maximum Binary Tree,maximum-binary-tree,Medium
Print Binary Tree,print-binary-tree,Medium
Find K Closest Elements,find-k-closest-elements,Medium
Split Array into Consecutive Subsequences,split-array-into-consecutive-subsequences,Medium
Maximum Width of Binary Tree,maximum-width-of-binary-tree,Medium
Equal Tree Partition,equal-tree-partition,Medium
Non-decreasing Array,non-decreasing-array,Medium
Path Sum IV,path-sum-iv,Medium
Beautiful Arrangement II,beautiful-arrangement-ii,Medium
Trim a Binary Search Tree,trim-a-binary-search-tree,Medium
Maximum Swap,maximum-swap,Medium
Bulb Switcher II,bulb-switcher-ii,Medium
Number of Longest Increasing Subsequence,number-of-longest-increasing-subsequence,Medium
Implement Magic Dictionary,implement-magic-dictionary,Medium
Map Sum Pairs,map-sum-pairs,Medium
Valid Parenthesis String,valid-parenthesis-string,Medium
Next Closest Time,next-closest-time,Medium
Redundant Connection,redundant-connection,Medium
Repeated String Match,repeated-string-match,Medium
Longest Univalue Path,longest-univalue-path,Medium
Knight Probability in Chessboard,knight-probability-in-chessboard,Medium
Employee Importance,employee-importance,Medium
Top K Frequent Words,top-k-frequent-words,Medium
Number of Distinct Islands,number-of-distinct-islands,Medium
Max Area of Island,max-area-of-island,Medium
Partition to K Equal Sum Subsets,partition-to-k-equal-sum-subsets,Medium
Minimum ASCII Delete Sum for Two Strings,minimum-ascii-delete-sum-for-two-strings,Medium
Subarray Product Less Than K,subarray-product-less-than-k,Medium
Best Time to Buy and Sell Stock with Transaction Fee,best-time-to-buy-and-sell-stock-with-transaction-fee,Medium
Maximum Length of Repeated Subarray,maximum-length-of-repeated-subarray,Medium
Longest Word in Dictionary,longest-word-in-dictionary,Medium
Accounts Merge,accounts-merge,Medium
Remove Comments,remove-comments,Medium
Candy Crush,candy-crush,Medium
Split Linked List in Parts,split-linked-list-in-parts,Medium
My Calendar I,my-calendar-i,Medium
My Calendar II,my-calendar-ii,Medium
Asteroid Collision,asteroid-collision,Medium
Sentence Similarity II,sentence-similarity-ii,Medium
Monotone Increasing Digits,monotone-increasing-digits,Medium
Daily Temperatures,daily-temperatures,Medium
Delete and Earn,delete-and-earn,Medium
Closest Leaf in a Binary Tree,closest-leaf-in-a-binary-tree,Medium
Network Delay Time,network-delay-time,Medium
Number Of Corner Rectangles,number-of-corner-rectangles,Medium
IP to CIDR,ip-to-cidr,Medium
Open the Lock,open-the-lock,Medium
Reach a Number,reach-a-number,Medium
Pour Water,pour-water,Medium
Pyramid Transition Matrix,pyramid-transition-matrix,Medium
Convert Binary Search Tree to Sorted Doubly Linked List,convert-binary-search-tree-to-sorted-doubly-linked-list,Medium
Bold Words in String,bold-words-in-string,Medium
N-ary Tree Level Order Traversal,n-ary-tree-level-order-traversal,Medium
Flatten a Multilevel Doubly Linked List,flatten-a-multilevel-doubly-linked-list,Medium
Partition Labels,partition-labels,Medium
Largest Plus Sign,largest-plus-sign,Medium
Construct Quad Tree,construct-quad-tree,Medium
Logical OR of Two Binary Grids Represented as Quad-Trees,logical-or-of-two-binary-grids-represented-as-quad-trees,Medium
Reorganize String,reorganize-string,Medium
Max Chunks To Make Sorted,max-chunks-to-make-sorted,Medium
Insert into a Binary Search Tree,insert-into-a-binary-search-tree,Medium
Search in a Sorted Array of Unknown Size,search-in-a-sorted-array-of-unknown-size,Medium
Global and Local Inversions,global-and-local-inversions,Medium
Split BST,split-bst,Medium
Swap Adjacent in LR String,swap-adjacent-in-lr-string,Medium
K-th Symbol in Grammar,k-th-symbol-in-grammar,Medium
Rabbits in Forest,rabbits-in-forest,Medium
Letter Case Permutation,letter-case-permutation,Medium
Is Graph Bipartite?,is-graph-bipartite,Medium
Cheapest Flights Within K Stops,cheapest-flights-within-k-stops,Medium
Rotated Digits,rotated-digits,Medium
Escape The Ghosts,escape-the-ghosts,Medium
Domino and Tromino Tiling,domino-and-tromino-tiling,Medium
Custom Sort String,custom-sort-string,Medium
Number of Matching Subsequences,number-of-matching-subsequences,Medium
Valid Tic-Tac-Toe State,valid-tic-tac-toe-state,Medium
Number of Subarrays with Bounded Maximum,number-of-subarrays-with-bounded-maximum,Medium
All Paths From Source to Target,all-paths-from-source-to-target,Medium
Champagne Tower,champagne-tower,Medium
Find Eventual Safe States,find-eventual-safe-states,Medium
Max Increase to Keep City Skyline,max-increase-to-keep-city-skyline,Medium
Soup Servings,soup-servings,Medium
Expressive Words,expressive-words,Medium
Subdomain Visit Count,subdomain-visit-count,Medium
Largest Sum of Averages,largest-sum-of-averages,Medium
Binary Tree Pruning,binary-tree-pruning,Medium
Ambiguous Coordinates,ambiguous-coordinates,Medium
Linked List Components,linked-list-components,Medium
Design Linked List,design-linked-list,Medium
Short Encoding of Words,short-encoding-of-words,Medium
Card Flipping Game,card-flipping-game,Medium
Binary Trees With Factors,binary-trees-with-factors,Medium
Insert into a Sorted Circular Linked List,insert-into-a-sorted-circular-linked-list,Medium
Friends Of Appropriate Ages,friends-of-appropriate-ages,Medium
Most Profit Assigning Work,most-profit-assigning-work,Medium
Masking Personal Information,masking-personal-information,Medium
Design Circular Deque,design-circular-deque,Medium
Design Circular Queue,design-circular-queue,Medium
Find And Replace in String,find-and-replace-in-string,Medium
Image Overlap,image-overlap,Medium
New 21 Game,new-21-game,Medium
Push Dominoes,push-dominoes,Medium
Magic Squares In Grid,magic-squares-in-grid,Medium
Keys and Rooms,keys-and-rooms,Medium
Split Array into Fibonacci Sequence,split-array-into-fibonacci-sequence,Medium
Longest Mountain in Array,longest-mountain-in-array,Medium
Hand of Straights,hand-of-straights,Medium
Shifting Letters,shifting-letters,Medium
Maximize Distance to Closest Person,maximize-distance-to-closest-person,Medium
Loud and Rich,loud-and-rich,Medium
Car Fleet,car-fleet,Medium
Exam Room,exam-room,Medium
Score of Parentheses,score-of-parentheses,Medium
Mirror Reflection,mirror-reflection,Medium
Score After Flipping Matrix,score-after-flipping-matrix,Medium
All Nodes Distance K in Binary Tree,all-nodes-distance-k-in-binary-tree,Medium
Smallest Subtree with all the Deepest Nodes,smallest-subtree-with-all-the-deepest-nodes,Medium
Prime Palindrome,prime-palindrome,Medium
Reordered Power of 2,reordered-power-of-2,Medium
Advantage Shuffle,advantage-shuffle,Medium
Implement Rand10() Using Rand7(),implement-rand10-using-rand7,Medium
Length of Longest Fibonacci Subsequence,length-of-longest-fibonacci-subsequence,Medium
Walking Robot Simulation,walking-robot-simulation,Medium
Koko Eating Bananas,koko-eating-bananas,Medium
Stone Game,stone-game,Medium
Random Pick with Weight,random-pick-with-weight,Medium
Random Flip Matrix,random-flip-matrix,Medium
Random Point in Non-overlapping Rectangles,random-point-in-non-overlapping-rectangles,Medium
Generate Random Point in a Circle,generate-random-point-in-a-circle,Medium
Decoded String at Index,decoded-string-at-index,Medium
Boats to Save People,boats-to-save-people,Medium
Spiral Matrix III,spiral-matrix-iii,Medium
Possible Bipartition,possible-bipartition,Medium
Construct Binary Tree from Preorder and Postorder Traversal,construct-binary-tree-from-preorder-and-postorder-traversal,Medium
Find and Replace Pattern,find-and-replace-pattern,Medium
